Topic ID,Argument ID,Discussion ID,Premise,Relevance,Is Argument?,Rhetorical Quality,Logical Quality,Dialectical Quality,Text Length,Stance,Combined Quality
8,1,40841,"So I guess almost whole of DDO knows I'm a huge rap fan by now... I also like electronic music and metal too but that's irrelevant for now. Please only accept if you're an extreme rap fan, this is not some ""ooh let's rap about guns money and b*tches type of thing"". So... Here are the rules: Read the Rules. They are not the usual ones for a rap battle. 1) The rappers must be slightly different from each other - IF they both rap in basically identical style, this isn't a fair pair to be fighting with because it's almost two of the same. 2) Any song posted can not be ""featuring"" it must be solos 3) Two songs per round, one of each 4) You must select 1 dominant and 1 recessive rapper meaning that we consider them to be battling with dom vs dom and rec vs rec (rec should be your 2nd place choice) 5) OBVIOUSLY Con cannot choose Tech N9ne or Machine Gun Kelly My dominant = Tech N9ne My recessive = MGK May the best taste-in-rap person win. I advise you to put Hopsin as one of the two but it's totally up to you. RULES TO VOTERS: 1) LISTEN TO WHOLE SONG BEFORE JUDGING IT",-0.4466542626979497,True,-0.03574071068720376,0.33792127992523185,-1.1118617175378815,212,True,-0.3003718004289433
9,1,24065,I am for social networking sites and I think that they are good for our society. Con must argue against. Acceptance first.,-4.0,False,-4.0,-4.0,-4.0,22,True,-4.0
13,6,9418,"I accept the challenge, concealed carry is detrimental to the public,I will state my argument after yours",-4.0,False,-4.0,-4.0,-4.0,17,False,-4.0
9,1,2381,"Social Networking sites are boon as I know from100% people in world 85% of people uses social networking sits It may affect to many people . CHILDREN ARE USING MORE THAN ADULT As we know childrens having more interest in this type of work.They are using more social networking account and some are also below 18 years some people talk in bad language also,about sex f they listen this there mind goes to the bad things. It is affected also by skin diseases,hacking,blackmailing etc",0.4916888247220394,True,0.4032087270651607,-0.6841116109690113,-0.044461759212133065,84,True,-0.12409127886703399
9,1,24352,Social networking sites are good for our society!,-4.0,False,-4.0,-4.0,-4.0,8,True,-4.0
9,1,7703,"Social Networks are basically things like: FACEBOOK, MYSPACE, TAG, ZANGA... - They are good because they increase communication opportunities Nowadays, just calling and text messaging is not enough. There has to be some sort of quick communication occurring online, and that is what social networking does. - They stimulate our economy Social networking websites are able to advertise to their users based on what it looks like they or their friends would like. That comes in handy because it saves consumers money and increases production opportunities. - They allow idividuals to expand their social horizons Normally, becuase we are human, we would want to stick with our ""cliques"" or circle of friends. Social networking sites reccomend individuals that you are not ""freinds"" with yet in an effort to increase your friends.",-0.13387323355795333,True,0.2373982581944145,0.6687841237155017,0.5074045488382379,131,True,0.5377768226154788
9,5,18518,"I will state these facts: Case 1: hackers Even if your account is private. Hacker may hack into your account and steal your information. Case 2: Why be on a social networking site if you want it private? That is the whole case of social networking! Case 3: Many kids do not know how to block or make accounts private. Case 4: There are a lot of pedofiles on social networking sites. A lot of kids don't know better, and give them their information. This could lead to families getting robbed or the kids being abducted. Case 5: Your parents should monitor it to make sure you are doing what you are supposed to and keep you safe. These are my opening statements. Thank you!",-0.7594352918379461,True,-0.48098698907673904,-0.14986807346199604,0.5017825156538018,125,False,-0.050222883003676534
9,5,24352,"I will just post something to get a win since he forfeited so yeah due to forfeit I at least win 100% on conduct My argument will be simple I am not gonna waste 115-30 minutes researching and preparing a difficult speech if I have no opponent this will be just a regular speech because that is all I need to win. cont 1: threats from social networking sites A survey on mic.com shows that at least 50% of rapes happen from info posted on social media about where they live. Yes it can be avoided if they hide this info but many teenagers are not considering this, or kind of like your house catching on fire, don't believe it will happen to them. cont 2: Some teenagers make social media their life On fox news they interview some people who stay on as long as 16 hours a day because they feel like social media is their life. Their are even some who get the 2 worlds mixed up and have to go get therapy. Ok that's all I am posting if opponent returns I will add more stuff but its not worth wasting time if no opponent just a argument at all is what I need to win so that's all ima do a simple argument.",0.8044698538620362,True,-0.5344166759864099,-0.4167521050811058,0.7212424221670848,218,False,-0.08017292854034423
9,4,40253,"The opponent argues that DDO (debate.org, the site you are currently on) is ""similar to a social network."" This is plainly false. Allow me to elaborate. Social Network - ""An online community of people with a common interest who use a website or other technologies to communicate with each other and share information, resources, etc."" [1] It is clear that DDO is a social network. We are all brought together as an online community with the common interest of ""debate"", as the opponent as admitted. Furthermore, we spend a great deal of time communicating with one another and sharing information. Similar - ""almost the same as someone or something else"" [2] Almost - ""only a little less than"" [3] The definition of similar clearly dictates that for two objects to be similar, they have to be almost the same, but objectively different by ""only a little"". Considering that DDO is a social network, it cannot be said that DDO is ""similar"" to a social network, because that would imply that DDO itself is not a social network. I'll formulate this as a syllogism. Premise 1: DDO is a social network. [Definition of social network.] Premise 2: Two similar objects must differ by ""a little"". [Definition of similar.] Inference 1: DDO and a ""social network"" do not differ by a little. [By P1.] Conclusion: DDO and a ""social network"" are not similar. Conclusion I have clearly demonstrated that DDO is not similar to a social network, since it is exactly a social network. Points to Con, thanks for reading. Sources: 1 - - -",-0.4466542626979497,True,-0.1568381350729118,0.313394260305657,0.10395375064496593,263,False,0.09270550036195513
9,6,33185,"I would like to say as much as children should be kept away from the computer it can be used for learning! Meaning that it is not all bad and that quote of what she said isn't right it is just a opinion no supporting evidence in that statement. As sad as it may be you say that some scientist thinks that it may be bad for your brain I want proof of this and if your going to say that. You have no evidence of this and I want proof if your going to say this. Many people may log on at home after they get home what if they forgot what their homework was you can't exactly go ring up your teacher and ask what the homework was you could just ask someone in your class online, so much easier than getting in trouble the next day. Many people believe that t.v's and to much computer can rot your mind and I fully back them up on that statement because it does but do people say the same thing with cell phones no they think it is good that you can text people without the worry of having to call them or walk down to them. Cell phones do most of the same things that social networking sites do like you can communicate with others, play games, make calls and listen to music, so why do people believe that cell phones are good but social networking sites aren't one of the only differences between the two is that cell phones are portable and you can get facebook on their for free. Surely if you think cell phones are good for you then social networking is to. I now rest my case.",0.8044698538620362,True,0.9573114468530316,-0.2086188004377368,0.3329157892028687,293,False,0.4204644128550722
9,2,24352,"moses_moses forfeited this round. Con I will just post something to get a win since he forfeited so yeah due to forfeit I at least win 100% on conduct My argument will be simple I am not gonna waste 115-30 minutes researching and preparing a difficult speech if I have no opponent this will be just a regular speech because that is all I need to win. cont 1: threats from social networking sites A survey on mic.com shows that at least 50% of rapes happen from info posted on social media about where they live. Yes it can be avoided if they hide this info but many teenagers are not considering this, or kind of like your house catching on fire, don't believe it will happen to them. cont 2: Some teenagers make social media their life On fox news they interview some people who stay on as long as 16 hours a day because they feel like social media is their life. Their are even some who get the 2 worlds mixed up and have to go get therapy. Ok that's all I am posting if opponent returns I will add more stuff but its not worth wasting time if no opponent just a argument at all is what I need to win so that's all ima do a simple argument.",-1.0722163209779427,True,0.4872135048952288,0.4139163810799337,0.30574323934835546,223,True,0.4564783860405426
17,2,27822,"A man gets pulled over by the police for speeding ten miles over the speed limit. The cop approaches the car and taps on the window. The driver reluctantly rolls down the window and says ""I have a gun in the glove box compartment and a dead body in the trunk"". The police officer looks confused and says ""Excuse me?"" The man repeats ""I have a gun in the glove box compartment and a dead body in the trunk."" The police officer takes a step back, drawing his gun and radioing in for back-up. As the second police officer arrives on scene, the first police officer has already gotten the man out of the car and into handcuffs. The second cop opens up the trunk to find there isn't a dead body. He looks in the glove box compartment and cannot find a gun. The second cop asks the citizen ""This officer told me you had a dead body in the trunk and a gun in the glove box compartment."" The citizen laughs and remarks, ""I bet he told you I was speeding too.""",-4.0,False,-4.0,-4.0,-4.0,184,True,-4.0
9,4,9551,This is following PF rules - Increases physical harm So many teenagers and adults have lost their lives as a result of social networking web sites. It does not benefit our society. -Increases emotional harm People say a lot of irresponsible things while online. It results in unneeded and unwanted feelings that get hurt.,-0.4466542626979497,True,-0.8081847259072507,-0.6349390657488481,0.06432279513422481,54,False,-0.534063932530057
9,12,28718,"Given the number of people who actually use Facebook[1] and other social networking sites, these occurrences were remarkably small[2]. These riots cannot be attributed to Facebook; it was the mindset of the rioters rather than Facebook itself which provided the raw determination for these riots to occur. If Facebook had been censored, they may have simply used mobile phones to co-ordinate their actions instead. Censoring these sites would not prevent such events, and would anger those who use Facebook to communicate with friends[3] and share photos[4] innocently. [1] BBC News, ‘Facebook hits 500m user milestone’, 21 July 2010, http://www.bbc.co.uk/news/technology-10713199 09/09/11. [2] BBC News, ‘UK Riots: Trouble erupts in English cities’, 10 August 2011, http://www.bbc.co.uk/news/uk-england-london-14460554 on 09/09/11. [3] Santos, Elena, “The ultimate social network”, softonic, http://facebook.en.softonic.com/web-apps on 09/09/11. [4] Santos, Elena, “The ultimate social network”, softonic, http://facebook.en.softonic.com/web-apps on 09/09/11.  ",-0.13387323355795333,True,-0.08191716729892345,0.2282784063527881,0.2257068200494483,139,False,0.13488983496497997
13,5,29430,"I'm having trouble seeing exactly where you are coming from and without trying to cause offence I don't feel you are being entirely sincere. I feel your philosophy is contradictory as I find it hard to understand your concern regarding police brutality but your wish to have them be the only ones who can carry arms. So your position is if they are the only ones allowed to carry them they will be less likely to shoot innocent people...really? Truth is whatever your position which is somewhat deluded I'm far more afraid of the police hurting me then my peers or neighbours! Look G the excuses fly because they are allowed to..if it were not one excuse it would be another, I feel your passion but please..please give it to more worthwhile arguments!! Personally i don't think you do understand the psychology which to me is quite simple...pumped up psychopaths with a get out of jail free card...may kill you..simple. It has nothing to do with there fear. More people comit suicide each year then shoot at the police or commit murder give me a break! The police's paranoia is what some may call deflection... Would I give up my right to be able to protect myself i n favour of the police protecting me...hell no!!! I doubt most would!!!",0.1789077955820434,True,-1.5458500976335383,-0.3464086516698754,-1.5974049193327944,220,True,-1.3362653359125762
9,3,42157,"Thanks for your response. My opponent cited a study which a Doctor Underwood stated that the activities posted in FB are for everyone to see and therefore a bad thing. Not really, since anyone can edit their privacy settings. Facebook, like other social netwoking sites have upsides and downsides. Users may receive positive or negative feedback from others. But does that mean that we should totally ban them to teens? Again, no. I stated that FB can be used for educational purposes, my opponent refuting that statement by saying we have other references like the library is irrelevant. My opponent believes that FB made people more physically distant and gives people a false sense on getting better socially and makes people more closed minded. Since my no sources and accurate references were cited here and it's a he-says-she-says, let me start by introducing the study of the Pew Internet & American Life Project, where they stated that social networking sites helped 60 million people on major life issues via contacting friends and experts online. ( Also, according to the National School Board Association, 59% of students use social networking sites for educational purposes. This highly supersedes my opponent's assumption that teens only use social networking sites for negative stuffs. ( Bottomline, my opponent just repeated her argument which I already previously refuted. Again, just because FB may harm its users does not mean we should affect the majority. Sorry for it being short, really busy IRL. No time to write.",-0.7594352918379461,True,0.853024086367501,0.8995420463202141,0.6130106152825107,250,True,0.9046332621966356
9,17,37325,"This image of the Internet drawing people being closer together is simply an illusion. Sitting in front of computers rather than getting out in the world in fact isolates people from one another. Some academics argue that narcissism is the glue that keeps social networks together.[1] If people didn’t believe that their views were important and needed to be heard, then social networks would be unable to function. Social networks encourage people to express what they are doing rather than reading what others have to say. If people want to feel integrated into their communities, they should get out and about and do something active for it. Complaining about things online will not result in direct action solving the problem. Although it is true that people all over the world are now theoretically able to communicate with one another more easily, that is not how the Internet is actually used most of the time. Many Internet users either read digitized versions of traditional information sources, and when they are on social networking sites, they engage most often with real-life friends, with whom they could easily spend face-to-face time. Language is the other major barrier to worldwide integration. While there are translation tools online, most people online will stick to communicating in their native language, and this is particularly true of English speakers. The idea that the Internet is bringing new people together is on the whole a myth. [1] Buffardi and Campbell, ‘Narcissism and Social Networking Web Sites’, 2008  ",0.1789077955820434,True,2.176176987843494,0.8382548635779864,1.4092420848877083,250,False,1.714013432574096
9,3,1662,I will give a short rebuttal wich is the fact that ddo is a social networking site. Are these people antisocial? The answer NO they are far from it with many debates on countless topics. The forums where people comunicate about everything there are even ddo hangouts on google+ where people like you and me socialize. Plus we don't spend all day on these sites and a lot of us go to school or work for the most part of the day where we socialize all the time so I disagree with the fact that social media causes antisocial behaviour,0.4916888247220394,True,-0.9021257797365072,-0.5216301933164048,-1.4694628337460975,100,True,-1.118011584229631
9,2,14442,"Seeing as my opponent forfeited (and I feel they shall again), I shall not put too much here. 1) Social Networks allow us to connect with all our old friends and family that we lose contact with. 2) Social Networks gave way for the innovation of ""social gaming"". Gaming like Farmville could only come about through social Networks. 3) Social Networks allow New social movements (NSMs) to form. NSMs are political movements which put huge pressure on the government in order to act in certain ways, usually reactionary to go against laws. They also work against many corporations as well. For example, the 2009 charts led with ""Killing in the Name"", which only came about due to facebook campaigns, and the general pro-piracy movements.",0.8044698538620362,True,-0.0835224586887238,1.1567209369003493,-0.08949536986203213,124,True,0.3892121307658476
9,5,14442,"Rupali forfeited this round. Pro Seeing as my opponent forfeited (and I feel they shall again), I shall not put too much here. 1) Social Networks allow us to connect with all our old friends and family that we lose contact with. 2) Social Networks gave way for the innovation of ""social gaming"". Gaming like Farmville could only come about through social Networks. 3) Social Networks allow New social movements (NSMs) to form. NSMs are political movements which put huge pressure on the government in order to act in certain ways, usually reactionary to go against laws. They also work against many corporations as well. For example, the 2009 charts led with ""Killing in the Name"", which only came about due to facebook campaigns, and the general pro-piracy movements.",0.1789077955820434,True,0.03608639029416045,-0.3842439212439566,0.027853593343610514,129,False,-0.13153825102302077
9,7,1662,cxman123 forfeited this round. Pro I will give a short rebuttal wich is the fact that ddo is a social networking site. Are these people antisocial? The answer NO they are far from it with many debates on countless topics. The forums where people comunicate about everything there are even ddo hangouts on google+ where people like you and me socialize. Plus we don't spend all day on these sites and a lot of us go to school or work for the most part of the day where we socialize all the time so I disagree with the fact that social media causes antisocial behaviour,0.8044698538620362,True,-1.0912646186631494,-0.8811746327305431,-0.7947744153314545,105,False,-1.0780675037911216
9,2,11367,"To address your position that DDO is not a social media site, I refer you to the Tufts University definition: ""Social media refers to the means of interactions among people in which they create, share, and/or exchange information and ideas in virtual communities and networks.""(1) By definition, I assert that DDO is a social media platform. As you said, ""it is a site for[...]today's issues."" Well, certainly I agree. And, in fact, I would call this social commentary, despite your objection to the term: ""Social commentary is the act of using rhetorical means to provide commentary on issues in a society.""(2) The DDO community is intelligent enough to vote on merit. Given that DDO is a public social network for all to share their opinions, I believe that the only way to guarantee a free, democratic exchange of ideas is to permit other members to contribute through open dialogue. (1) [ (2) [",0.1789077955820434,True,0.4907212689664052,0.6019467886000031,1.1342938665687932,153,True,0.8544928641102308
8,4,38206,"I ask you, have you ever seen the components of potassium, I.E the electrons, protons, neutrons. You base your claim on the assumption that everybody is right about what 'potassium is composed of' and to be honest, If i am correct we can't even see an electron so we assume that it has an equal number of electrons and protons (provided its in its neutral state), another thing which makes me sceptical of the electron presence is the fact we can't actually determined its orbits around the nucleus. I would also like to mention potassium is a label for an element, there might be another language where they use an alternate name for potassium in which case potassium is not an element in there language, so it is also a matter of perspective.",-4.0,False,-4.0,-4.0,-4.0,133,False,-4.0
9,3,42765,You can't say like that. These sites have influenced our lives so much that people always read bools also only which saves their money. We can consult to doctors abroad through video chat. These sites are very helpful to us so we should see them as a good sign of the progress of the nation. But I also agree with your point that it is killing people as some children use these sites for bad purposes but what can we do? We can do that parents of these children should keep a check on them and then you see how these social networking sites will appear as important as they are now.,0.8044698538620362,True,-0.7909917736903547,-0.4466601618883942,-0.3641059107696408,112,True,-0.6267387245455733
9,1,21908,I believe that social networking sites cause more harm than good because studies have proven that people (generally teenagers) are more likely to bully through social media than other forms of media or the more traditional methods of bullying. SOURCE:,-0.4466542626979497,True,-0.3954839753784588,-1.6455935522699798,0.2947971177705209,40,True,-0.6450518178441574
9,2,24423,"I do not think it is stupid because children have gotten kidnapped because they put things on social networking sites revealing information, when their parents did not have the slightest information that their children were on that site. Maybe complete genius children could get through a restriction on the Internet, but by what I have learned about the Internet is that it is smarter than most of the average adults, so there should not be a problem with making one smarter than children.",-0.13387323355795333,True,-0.11214800959910301,-0.4324487420209461,-0.7551858850236124,83,True,-0.5080014772331473
13,6,11221,"Yeah,you might be half right.But hand in guns to students,it's possible that the students themselves could become a shool shooter.An example such as Sandy Hook Elementary school shooting which the gunman killed 20 people.According to the U.S.Secret.Service reports says that most of those school shooter has obtain guns legally.And there are some students,who have mental illness,and if they have guns,it could be possible that they can kill people.zi think the best way to stop school shooting,is to stop bullying.Carrying guns would not be the best idea,because there will always be mass shooting happens.",1.1172508830020322,True,-2.173531586344972,-2.480859808894627,-0.7789142677319453,93,False,-2.070262260455022
9,5,17412,"I can see how the internet could be used by companies who store personal data for mis-guided use and/or misuses of the personal data happening if it falls into the hands of unintended parties. As a Web Designer myself I am well aware of how Social Networking sites are being actively used by businesses to capture entire markets of hapless newbies to the web. And yes, really! - their main goal is to get money out of users in small amounts. Just like the old adage invented by the original supermarket owners ""stack em high and sell em cheap"" - meaning that if you get enough customers you don't need to sell a high priced item to them, all you need is a few pence from them. That's why the same people create large amounts of spam ... the 'legit companies will tell you they don't, but I know from attending trade shows that all the big brands are paying smaller companies to create lots and lots of spam. It's disgusting really. More and more untechnically minded people start using the web every year. I've been addicted to using the web since 1994 and I've seen it change, especially in the 00's. If it's of any interest, I never use social networking sites ... they are a security risk for your personal data. Actually that's a lie, I would use them if I had a product I wanted to sell ... is that wrong?",0.4916888247220394,True,0.4900674432547637,0.3599306886801404,0.043729863170733116,244,True,0.33717446157677056
